"Elster Metering Systems","Printed: Tuesday, January 21, 2020 1:15:58 PM","","","","","","",""
"","Hill Side Apartments","","","","","","",""
"Script Generated by SMARTset Version 1.1.6438.16169","","","","","","","",""
"Reading Created by SMARTset Version 1.1.6438.16169","","","","","","","",""
"Meter Firmware Build: 2-01381-D","","","","","","","",""
"Status: Program Completed Normally.   (000000)","","","","","","","",""
"Meter Constants","","","","","","","",""
"","Meter Constants","","","","","","",""
"","","Current Connection","","","","","",""
"","","","","Primary","Secondary","","Ratio",""
"","","","CT/VT","150","5","=","30.000",""
"","CT/VT Error","","","","","","",""
"","","CT Error %","0.00%","","","","",""
"","","VT Error %","0.00%","","","","",""
"","","","","","","","",""
"Time and Date","","","","","","","",""
"","Daylight Saving Setup","","","","","","",""
"","","Daylight Saving","Enabled","","","","",""
"","","Advance On","Every First Sunday of September at 01:00","","","","",""
"","","Retard On","Every First Sunday of April at 02:00","","","","",""
"","","Adjust By","1 hours","","","","",""
"","Meter Time","","","","","","",""
"","Meter Time:","Tuesday, October 22, 2019 8:39:36 AM","","","","","",""
"","PC (or HHU) clock:","Tuesday, October 22, 2019 8:35:51 AM","","","","","",""
"","Difference:","Meter is 0 days, 0 hours, 3 minutes, 45 seconds ahead","","","","","",""
"","","","","","","","",""
"Current Values","","","","","","","",""
"","Cumulative Registers","","","","","","",""
"","12-Jul-19","20:30","21:00","13.046000","0.000000","0.000000","13.356000","Phase Failure"
"","12-Jul-19","21:00","21:30","10.846000","0.000000","0.000000","11.136000",""
"","12-Jul-19","21:30","22:00","11.438000","0.000000","0.000000","11.695000",""
"","12-Jul-19","22:00","22:30","14.129000","0.000000","0.000000","14.343000",""
"","12-Jul-19","22:30","23:00","15.125000","0.000000","0.000000","15.307000",""
"","12-Jul-19","23:00","23:30","12.957000","0.000000","0.000000","13.303000","Phase Failure"
"","12-Jul-19","23:30","00:00","19.714000","0.000000","0.000000","19.939000","Phase Failure"
"","13-Jul-19","00:00","00:30","15.154000","0.000000","0.000000","15.401000","Phase Failure"
"","13-Jul-19","00:30","01:00","13.173000","0.000000","0.000000","13.464000","Phase Failure"
"","13-Jul-19","01:00","01:30","9.667800","0.000000","0.000000","10.085000","Phase Failure"
"","13-Jul-19","01:30","02:00","10.694000","0.000000","0.000000","10.961000","Phase Failure"
"","13-Jul-19","02:00","02:30","10.464000","0.000000","0.000000","10.749000","Phase Failure"
"","13-Jul-19","02:30","03:00","8.885200","0.000000","0.000000","9.377600",""
"","13-Jul-19","03:00","03:30","9.379200","0.000000","0.000000","9.852000",""
"","13-Jul-19","03:30","04:00","10.644000","0.000000","0.000000","11.107000","Phase Failure"
"","13-Jul-19","04:00","04:30","11.078000","0.000000","0.000000","11.414000",""
"","13-Jul-19","04:30","05:00","11.635000","0.000000","0.000000","11.907000","Phase Failure"
"","13-Jul-19","05:00","05:30","12.298000","0.000000","0.000000","12.520000","Phase Failure"
"","13-Jul-19","05:30","06:00","9.355400","0.000000","0.000000","9.756800","Phase Failure"
"","13-Jul-19","06:00","06:30","10.072000","0.000000","0.000000","10.423000",""
"","13-Jul-19","06:30","07:00","13.575000","0.000000","0.000000","13.879000",""
"","13-Jul-19","07:00","07:30","10.565000","0.000000","0.000000","11.016000",""
"","13-Jul-19","07:30","08:00","12.316000","0.000000","0.000000","12.674000","Phase Failure"
"","13-Jul-19","08:00","08:30","21.521000","0.000000","0.000000","21.891000","Phase Failure"
"","13-Jul-19","08:30","09:00","22.366000","0.000000","0.000000","22.692000","Phase Failure"
"","13-Jul-19","09:00","09:30","20.215000","0.000000","0.000000","20.556000","Phase Failure"
"","13-Jul-19","09:30","10:00","20.119000","0.000000","0.000000","20.532000","Phase Failure"
"","13-Jul-19","10:00","10:30","22.954000","0.000000","0.000000","23.256000","Phase Failure"
"","13-Jul-19","10:30","11:00","21.096000","0.000000","0.000000","21.456000","Phase Failure"
"","13-Jul-19","11:00","11:30","25.027000","0.000000","0.000000","25.315000","Phase Failure"
"","13-Jul-19","11:30","12:00","30.048000","0.000000","0.000000","30.360000","Phase Failure"
"","13-Jul-19","12:00","12:30","26.009000","0.000000","0.000000","26.342000","Phase Failure"
"","13-Jul-19","12:30","13:00","20.695000","0.000000","0.000000","21.094000","Phase Failure"
"","13-Jul-19","13:00","13:30","22.162000","0.000000","0.000000","22.606000","Phase Failure"
"","13-Jul-19","13:30","14:00","23.985000","0.000000","0.000000","24.280000","Phase Failure"
"","13-Jul-19","14:00","14:30","23.523000","0.000000","0.000000","23.926000","Phase Failure"
"","13-Jul-19","14:30","15:00","21.381000","0.000000","0.000000","21.835000","Phase Failure"
"","13-Jul-19","15:00","15:30","24.763000","0.000000","0.000000","25.215000","Phase Failure"
"","13-Jul-19","15:30","16:00","26.840000","0.000000","0.000000","27.278000","Phase Failure"
"","13-Jul-19","16:00","16:30","20.294000","0.000000","0.000000","21.031000","Phase Failure"
"","13-Jul-19","16:30","17:00","19.745000","0.000000","0.000000","20.359000","Phase Failure"
"","13-Jul-19","17:00","17:30","18.511000","0.000000","0.000000","18.872000","Phase Failure"
"","13-Jul-19","17:30","18:00","15.511000","0.000000","0.000000","15.864000","Phase Failure"
"","13-Jul-19","18:00","18:30","10.563000","0.000000","0.000000","10.922000",""
"","13-Jul-19","18:30","19:00","11.452000","0.000000","0.000000","11.753000",""
"","13-Jul-19","19:00","19:30","10.632000","0.000000","0.000000","10.934000",""
"","13-Jul-19","19:30","20:00","18.567000","0.000000","0.000000","18.725000","Phase Failure"
"","13-Jul-19","20:00","20:30","14.040000","0.000000","0.000000","14.258000","Phase Failure"
"","13-Jul-19","20:30","21:00","10.512000","0.000000","0.000000","10.841000","Phase Failure"
"","13-Jul-19","21:00","21:30","11.565000","0.000000","0.000000","11.815000","Phase Failure"
"","13-Jul-19","21:30","22:00","17.004000","0.000000","0.000000","17.124000","Phase Failure"
"","13-Jul-19","22:00","22:30","14.232000","0.000000","0.000000","14.460000","Phase Failure"
"","13-Jul-19","22:30","23:00","11.043000","0.000000","0.000000","11.511000","Phase Failure"
"","13-Jul-19","23:00","23:30","12.485000","0.000000","0.000000","12.789000",""
"","13-Jul-19","23:30","00:00","14.810000","0.000000","0.000000","14.998000",""
"","14-Jul-19","00:00","00:30","10.308000","0.000000","0.000000","10.658000",""
"","14-Jul-19","00:30","01:00","9.101200","0.000000","0.000000","9.452000",""
"","14-Jul-19","01:00","01:30","8.896800","0.000000","0.000000","9.237600",""
"","14-Jul-19","01:30","02:00","8.112000","0.000000","0.000000","8.695200",""
"","14-Jul-19","02:00","02:30","10.039000","0.000000","0.000000","10.413000",""
"","14-Jul-19","02:30","03:00","10.483000","0.000000","0.000000","10.839000",""
"","14-Jul-19","03:00","03:30","8.318800","0.000000","0.000000","8.726400",""
"","14-Jul-19","03:30","04:00","8.229600","0.000000","0.000000","8.637600",""
"","14-Jul-19","04:00","04:30","7.718400","0.000000","0.000000","8.179200",""
"","14-Jul-19","04:30","05:00","8.680800","0.000000","0.000000","9.187200",""
"","14-Jul-19","05:00","05:30","8.001600","0.000000","0.000000","8.606400",""
"","14-Jul-19","05:30","06:00","8.265600","0.000000","0.000000","8.772000",""
"","14-Jul-19","06:00","06:30","8.186400","0.000000","0.000000","8.556000",""
"","14-Jul-19","06:30","07:00","9.753600","0.000000","0.000000","10.060000","Phase Failure"
"","14-Jul-19","07:00","07:30","11.575000","0.000000","0.000000","11.964000","Phase Failure"
"","14-Jul-19","07:30","08:00","16.471000","0.000000","0.000000","16.760000","Phase Failure"
"","14-Jul-19","08:00","08:30","22.812000","0.000000","0.000000","23.186000","Phase Failure"
"","14-Jul-19","08:30","09:00","16.363000","0.000000","0.000000","16.666000","Phase Failure"
"","14-Jul-19","09:00","09:30","24.166000","0.000000","0.000000","24.444000","Phase Failure"
"","14-Jul-19","09:30","10:00","26.738000","0.000000","0.000000","26.959000","Phase Failure"
"","14-Jul-19","10:00","10:30","24.672000","0.000000","0.000000","24.974000","Phase Failure"
"","14-Jul-19","10:30","11:00","24.202000","0.000000","0.000000","24.547000","Phase Failure"
"","14-Jul-19","11:00","11:30","26.793000","0.000000","0.000000","27.072000","Phase Failure"
"","14-Jul-19","11:30","12:00","27.905000","0.000000","0.000000","28.136000","Phase Failure"
"","14-Jul-19","12:00","12:30","30.564000","0.000000","0.000000","30.868000","Phase Failure"
"","14-Jul-19","12:30","13:00","28.215000","0.000000","0.000000","28.520000","Phase Failure"
"","14-Jul-19","13:00","13:30","27.513000","0.000000","0.000000","27.892000","Phase Failure"
"","14-Jul-19","13:30","14:00","28.872000","0.000000","0.000000","29.244000","Phase Failure"
"","14-Jul-19","14:00","14:30","21.432000","0.000000","0.000000","21.953000","Phase Failure"
"","14-Jul-19","14:30","15:00","24.831000","0.000000","0.000000","25.330000","Phase Failure"
"","14-Jul-19","15:00","15:30","22.790000","0.000000","0.000000","23.306000","Phase Failure"
"","14-Jul-19","15:30","16:00","22.159000","0.000000","0.000000","22.613000","Phase Failure"
"","14-Jul-19","16:00","16:30","17.434000","0.000000","0.000000","18.010000","Phase Failure"
"","14-Jul-19","16:30","17:00","16.291000","0.000000","0.000000","16.740000","Phase Failure"
"","14-Jul-19","17:00","17:30","11.748000","0.000000","0.000000","12.240000","Phase Failure"
"","14-Jul-19","17:30","18:00","12.175000","0.000000","0.000000","12.588000","Phase Failure"
"","14-Jul-19","18:00","18:30","13.155000","0.000000","0.000000","13.536000",""
"","14-Jul-19","18:30","19:00","9.494400","0.000000","0.000000","9.818400",""
"","14-Jul-19","19:00","19:30","13.713000","0.000000","0.000000","13.888000","Phase Failure"
"","14-Jul-19","19:30","20:00","13.539000","0.000000","0.000000","13.700000",""
"","14-Jul-19","20:00","20:30","13.800000","0.000000","0.000000","13.960000",""
"","14-Jul-19","20:30","21:00","13.651000","0.000000","0.000000","13.810000","Phase Failure"
"","14-Jul-19","21:00","21:30","11.565000","0.000000","0.000000","11.801000",""
"","14-Jul-19","21:30","22:00","14.984000","0.000000","0.000000","15.117000",""
"","14-Jul-19","22:00","22:30","10.149000","0.000000","0.000000","10.320000",""
"","14-Jul-19","22:30","23:00","10.375000","0.000000","0.000000","10.656000","Phase Failure"
"","14-Jul-19","23:00","23:30","9.783200","0.000000","0.000000","10.073000","Phase Failure"
"","14-Jul-19","23:30","00:00","13.550000","0.000000","0.000000","13.783000","Phase Failure"
"","15-Jul-19","00:00","00:30","13.925000","0.000000","0.000000","14.163000","Phase Failure"
"","15-Jul-19","00:30","01:00","11.033000","0.000000","0.000000","11.414000","Phase Failure"
"","15-Jul-19","01:00","01:30","11.536000","0.000000","0.000000","11.820000","Phase Failure"
"","15-Jul-19","01:30","02:00","9.161600","0.000000","0.000000","9.514200",""
"","15-Jul-19","02:00","02:30","10.092000","0.000000","0.000000","10.392000",""
"","15-Jul-19","02:30","03:00","7.689600","0.000000","0.000000","8.073600",""
"","15-Jul-19","03:00","03:30","9.091200","0.000000","0.000000","9.494400",""
"","15-Jul-19","03:30","04:00","8.037600","0.000000","0.000000","8.546400",""
"","15-Jul-19","04:00","04:30","9.405600","0.000000","0.000000","9.727200",""
"","15-Jul-19","04:30","05:00","13.706000","0.000000","0.000000","13.953000","Phase Failure"
"","15-Jul-19","05:00","05:30","10.111000","0.000000","0.000000","10.570000",""
"","15-Jul-19","05:30","06:00","9.540600","0.000000","0.000000","9.881000","Phase Failure"
"","15-Jul-19","06:00","06:30","9.439200","0.000000","0.000000","9.792000",""
"","15-Jul-19","06:30","07:00","13.509000","0.000000","0.000000","13.771000",""
"","15-Jul-19","07:00","07:30","14.263000","0.000000","0.000000","14.436000","Phase Failure"
"","15-Jul-19","07:30","08:00","20.132000","0.000000","0.000000","20.433000","Phase Failure"
"","15-Jul-19","08:00","08:30","24.868000","0.000000","0.000000","25.188000","Phase Failure"
"","15-Jul-19","08:30","09:00","22.076000","0.000000","0.000000","22.378000","Phase Failure"
"","15-Jul-19","09:00","09:30","16.840000","0.000000","0.000000","17.177000","Phase Failure"
"","15-Jul-19","09:30","10:00","21.375000","0.000000","0.000000","21.578000","Phase Failure"
"","15-Jul-19","10:00","10:30","25.010000","0.000000","0.000000","25.231000","Phase Failure"
"","15-Jul-19","10:30","11:00","24.744000","0.000000","0.000000","24.975000","Phase Failure"
"","15-Jul-19","11:00","11:30","30.852000","0.000000","0.000000","31.070000","Phase Failure"
"","15-Jul-19","11:30","12:00","26.823000","0.000000","0.000000","27.089000","Phase Failure"
"","15-Jul-19","12:00","12:30","22.581000","0.000000","0.000000","22.889000","Phase Failure"
"","15-Jul-19","12:30","13:00","26.710000","0.000000","0.000000","27.017000","Phase Failure"
"","15-Jul-19","13:00","13:30","28.404000","0.000000","0.000000","28.682000","Phase Failure"
"","15-Jul-19","13:30","14:00","21.444000","0.000000","0.000000","21.830000","Phase Failure"
"","15-Jul-19","14:00","14:30","18.319000","0.000000","0.000000","18.754000","Phase Failure"
"","15-Jul-19","14:30","15:00","21.149000","0.000000","0.000000","21.646000","Phase Failure"
"","15-Jul-19","15:00","15:30","17.820000","0.000000","0.000000","18.213000","Phase Failure"
"","15-Jul-19","15:30","16:00","23.793000","0.000000","0.000000","24.171000","Phase Failure"
"","15-Jul-19","16:00","16:30","15.814000","0.000000","0.000000","16.437000","Phase Failure"
"","15-Jul-19","16:30","17:00","14.330000","0.000000","0.000000","14.945000","Phase Failure"
"","15-Jul-19","17:00","17:30","17.837000","0.000000","0.000000","18.202000","Phase Failure"
"","15-Jul-19","17:30","18:00","19.572000","0.000000","0.000000","20.042000","Phase Failure"
"","15-Jul-19","18:00","18:30","17.369000","0.000000","0.000000","17.914000","Phase Failure"
"","15-Jul-19","18:30","19:00","18.655000","0.000000","0.000000","19.017000","Phase Failure"
"","15-Jul-19","19:00","19:30","13.613000","0.000000","0.000000","13.815000","Phase Failure"
"","15-Jul-19","19:30","20:00","11.866000","0.000000","0.000000","12.067000",""
"","15-Jul-19","20:00","20:30","20.623000","0.000000","0.000000","20.736000","Phase Failure"
"","15-Jul-19","20:30","21:00","19.171000","0.000000","0.000000","19.358000","Phase Failure"
"","15-Jul-19","21:00","21:30","14.438000","0.000000","0.000000","14.722000","Phase Failure"
"","15-Jul-19","21:30","22:00","15.231000","0.000000","0.000000","15.439000","Phase Failure"
"","15-Jul-19","22:00","22:30","9.504200","0.000000","0.000000","9.727600",""
"","15-Jul-19","22:30","23:00","12.261000","0.000000","0.000000","12.427000","Phase Failure"
"","15-Jul-19","23:00","23:30","16.512000","0.000000","0.000000","16.661000","Phase Failure"
"","15-Jul-19","23:30","00:00","13.570000","0.000000","0.000000","13.747000","Phase Failure"
"","16-Jul-19","00:00","00:30","14.676000","0.000000","0.000000","14.827000","Phase Failure"
"","16-Jul-19","00:30","01:00","13.454000","0.000000","0.000000","13.606000","Phase Failure"
"","16-Jul-19","01:00","01:30","16.498000","0.000000","0.000000","16.687000","Phase Failure"
"","16-Jul-19","01:30","02:00","9.876200","0.000000","0.000000","10.358000",""
"","16-Jul-19","02:00","02:30","7.838400","0.000000","0.000000","8.415000",""
"","16-Jul-19","02:30","03:00","9.220800","0.000000","0.000000","9.688800",""
"","16-Jul-19","03:00","03:30","8.280000","0.000000","0.000000","8.935200",""
"","16-Jul-19","03:30","04:00","6.823200","0.000000","0.000000","7.264800",""
"","16-Jul-19","04:00","04:30","8.858400","0.000000","0.000000","9.108000",""
"","16-Jul-19","04:30","05:00","11.426000","0.000000","0.000000","11.760000",""
"","16-Jul-19","05:00","05:30","6.744400","0.000000","0.000000","7.284000",""
"","16-Jul-19","05:30","06:00","11.512000","0.000000","0.000000","11.839000","Phase Failure"
"","16-Jul-19","06:00","06:30","9.608000","0.000000","0.000000","10.025000",""
"","16-Jul-19","06:30","07:00","14.404000","0.000000","0.000000","14.539000","Phase Failure"
"","16-Jul-19","07:00","07:30","14.213000","0.000000","0.000000","14.349000","Phase Failure"
"","16-Jul-19","07:30","08:00","25.032000","0.000000","0.000000","25.256000","Phase Failure"
"","16-Jul-19","08:00","08:30","24.437000","0.000000","0.000000","24.684000","Phase Failure"
"","16-Jul-19","08:30","09:00","15.799000","0.000000","0.000000","16.106000","Phase Failure"
"","16-Jul-19","09:00","09:30","24.511000","0.000000","0.000000","24.821000","Phase Failure"
"","16-Jul-19","09:30","10:00","25.848000","0.000000","0.000000","26.073000","Phase Failure"
"","16-Jul-19","10:00","10:30","26.468000","0.000000","0.000000","26.640000","Phase Failure"
"","16-Jul-19","10:30","11:00","23.973000","0.000000","0.000000","24.329000","Phase Failure"
"","16-Jul-19","11:00","11:30","22.827000","0.000000","0.000000","23.115000","Phase Failure"
"","16-Jul-19","11:30","12:00","25.797000","0.000000","0.000000","26.097000","Phase Failure"
"","16-Jul-19","12:00","12:30","21.142000","0.000000","0.000000","21.507000","Phase Failure"
"","16-Jul-19","12:30","13:00","27.021000","0.000000","0.000000","27.360000","Phase Failure"
"","16-Jul-19","13:00","13:30","24.027000","0.000000","0.000000","24.544000","Phase Failure"
"","16-Jul-19","13:30","14:00","26.109000","0.000000","0.000000","26.535000","Phase Failure"
"","16-Jul-19","14:00","14:30","24.015000","0.000000","0.000000","24.523000","Phase Failure"
"","16-Jul-19","14:30","15:00","24.379000","0.000000","0.000000","24.893000","Phase Failure"
"","16-Jul-19","15:00","15:30","24.799000","0.000000","0.000000","25.202000","Phase Failure"
"","16-Jul-19","15:30","16:00","18.271000","0.000000","0.000000","18.648000","Phase Failure"
"","16-Jul-19","16:00","16:30","15.644000","0.000000","0.000000","16.054000","Phase Failure"
"","16-Jul-19","16:30","17:00","19.504000","0.000000","0.000000","19.814000","Phase Failure"
"","16-Jul-19","17:00","17:30","16.049000","0.000000","0.000000","16.387000","Phase Failure"
"","16-Jul-19","17:30","18:00","17.112000","0.000000","0.000000","17.470000","Phase Failure"
"","16-Jul-19","18:00","18:30","12.624000","0.000000","0.000000","13.188000",""
"","16-Jul-19","18:30","19:00","15.730000","0.000000","0.000000","16.082000","Phase Failure"
"","16-Jul-19","19:00","19:30","18.979000","0.000000","0.000000","19.277000","Phase Failure"
"","16-Jul-19","19:30","20:00","19.034000","0.000000","0.000000","19.272000","Phase Failure"
"","16-Jul-19","20:00","20:30","19.304000","0.000000","0.000000","19.505000","Phase Failure"
"","16-Jul-19","20:30","21:00","14.724000","0.000000","0.000000","14.971000",""
"","16-Jul-19","21:00","21:30","16.245000","0.000000","0.000000","16.361000",""
"","16-Jul-19","21:30","22:00","17.515000","0.000000","0.000000","17.606000",""
"","16-Jul-19","22:00","22:30","16.872000","0.000000","0.000000","17.002000",""
"","16-Jul-19","22:30","23:00","13.961000","0.000000","0.000000","14.146000","Phase Failure"
"","16-Jul-19","23:00","23:30","12.744000","0.000000","0.000000","12.998000","Phase Failure"
"","16-Jul-19","23:30","00:00","12.819000","0.000000","0.000000","13.075000","Phase Failure"
"","17-Jul-19","00:00","00:30","11.875000","0.000000","0.000000","12.103000","Phase Failure"
"","17-Jul-19","00:30","01:00","9.012200","0.000000","0.000000","9.339200","Phase Failure"
"","17-Jul-19","01:00","01:30","8.440800","0.000000","0.000000","8.918400",""
"","17-Jul-19","01:30","02:00","11.184000","0.000000","0.000000","11.469000",""
"","17-Jul-19","02:00","02:30","11.356000","0.000000","0.000000","11.683000",""
"","17-Jul-19","02:30","03:00","9.353600","0.000000","0.000000","9.740000",""
"","17-Jul-19","03:00","03:30","7.653600","0.000000","0.000000","8.018400",""
"","17-Jul-19","03:30","04:00","8.224800","0.000000","0.000000","8.668800","Phase Failure"
"","17-Jul-19","04:00","04:30","9.660000","0.000000","0.000000","10.063000","Phase Failure"
"","17-Jul-19","04:30","05:00","7.452000","0.000000","0.000000","7.862600",""
"","17-Jul-19","05:00","05:30","7.819200","0.000000","0.000000","8.256000",""
"","17-Jul-19","05:30","06:00","9.789600","0.000000","0.000000","10.099000",""
"","17-Jul-19","06:00","06:30","11.462000","0.000000","0.000000","11.637000","Phase Failure"
"","17-Jul-19","06:30","07:00","17.933000","0.000000","0.000000","18.020000","Phase Failure"
"","17-Jul-19","07:00","07:30","24.353000","0.000000","0.000000","24.475000","Phase Failure"
"","17-Jul-19","07:30","08:00","30.854000","0.000000","0.000000","31.063000","Phase Failure"
"","17-Jul-19","08:00","08:30","29.304000","0.000000","0.000000","29.549000","Phase Failure"
"","17-Jul-19","08:30","09:00","25.070000","0.000000","0.000000","25.317000","Phase Failure"
"","17-Jul-19","09:00","09:30","20.321000","0.000000","0.000000","20.516000","Phase Failure"
"","17-Jul-19","09:30","10:00","24.732000","0.000000","0.000000","24.897000","Phase Failure"
"","17-Jul-19","10:00","10:30","19.327000","0.000000","0.000000","19.498000","Phase Failure"
"","17-Jul-19","10:30","11:00","23.861000","0.000000","0.000000","24.098000","Phase Failure"
"","17-Jul-19","11:00","11:30","23.158000","0.000000","0.000000","23.429000","Phase Failure"
"","17-Jul-19","11:30","12:00","25.793000","0.000000","0.000000","26.081000","Phase Failure"
"","17-Jul-19","12:00","12:30","17.563000","0.000000","0.000000","18.098000","Phase Failure"
"","17-Jul-19","12:30","13:00","20.472000","0.000000","0.000000","20.868000","Phase Failure"
"","17-Jul-19","13:00","13:30","23.767000","0.000000","0.000000","24.094000","Phase Failure"
"","17-Jul-19","13:30","14:00","18.864000","0.000000","0.000000","19.243000","Phase Failure"
"","17-Jul-19","14:00","14:30","17.321000","0.000000","0.000000","17.669000","Phase Failure"
"","17-Jul-19","14:30","15:00","11.649000","0.000000","0.000000","11.952000","Phase Failure"
"","17-Jul-19","15:00","15:30","16.563000","0.000000","0.000000","16.869000","Phase Failure"
"","17-Jul-19","15:30","16:00","19.269000","0.000000","0.000000","19.731000","Phase Failure"
"","17-Jul-19","16:00","16:30","13.049000","0.000000","0.000000","13.565000","Phase Failure"
"","17-Jul-19","16:30","17:00","13.157000","0.000000","0.000000","13.548000","Phase Failure"
"","17-Jul-19","17:00","17:30","12.713000","0.000000","0.000000","13.149000","Phase Failure"
"","17-Jul-19","17:30","18:00","8.145800","0.000000","0.000000","8.664600",""
"","17-Jul-19","18:00","18:30","9.350400","0.000000","0.000000","9.748800",""
"","17-Jul-19","18:30","19:00","12.729000","0.000000","0.000000","12.943000","Phase Failure"
"","17-Jul-19","19:00","19:30","12.694000","0.000000","0.000000","12.893000","Phase Failure"
"","17-Jul-19","19:30","20:00","16.963000","0.000000","0.000000","17.133000","Phase Failure"
"","17-Jul-19","20:00","20:30","14.573000","0.000000","0.000000","14.753000","Phase Failure"
"","17-Jul-19","20:30","21:00","16.217000","0.000000","0.000000","16.358000","Phase Failure"
"","17-Jul-19","21:00","21:30","15.213000","0.000000","0.000000","15.353000","Phase Failure"
"","17-Jul-19","21:30","22:00","12.423000","0.000000","0.000000","12.641000","Phase Failure"
"","17-Jul-19","22:00","22:30","14.892000","0.000000","0.000000","15.058000","Phase Failure"
"","17-Jul-19","22:30","23:00","16.296000","0.000000","0.000000","16.468000","Phase Failure"
"","17-Jul-19","23:00","23:30","14.052000","0.000000","0.000000","14.220000","Phase Failure"
"","17-Jul-19","23:30","00:00","14.428000","0.000000","0.000000","14.607000","Phase Failure"
"","18-Jul-19","00:00","00:30","15.929000","0.000000","0.000000","16.135000","Phase Failure"
"","18-Jul-19","00:30","01:00","13.735000","0.000000","0.000000","13.949000","Phase Failure"
"","18-Jul-19","01:00","01:30","13.697000","0.000000","0.000000","13.965000","Phase Failure"
"","18-Jul-19","01:30","02:00","11.885000","0.000000","0.000000","12.238000","Phase Failure"
"","18-Jul-19","02:00","02:30","9.785200","0.000000","0.000000","10.126000","Phase Failure"
"","18-Jul-19","02:30","03:00","10.802000","0.000000","0.000000","11.068000","Phase Failure"
"","18-Jul-19","03:00","03:30","9.511600","0.000000","0.000000","9.857600","Phase Failure"
"","18-Jul-19","03:30","04:00","8.798400","0.000000","0.000000","9.069600","Phase Failure"
"","18-Jul-19","04:00","04:30","8.215200","0.000000","0.000000","8.505600","Phase Failure"
"","18-Jul-19","04:30","05:00","10.202000","0.000000","0.000000","10.488000","Phase Failure"
"","18-Jul-19","05:00","05:30","9.914800","0.000000","0.000000","10.185000","Phase Failure"
"","18-Jul-19","05:30","06:00","11.210000","0.000000","0.000000","11.465000","Phase Failure"
"","18-Jul-19","06:00","06:30","14.388000","0.000000","0.000000","14.575000","Phase Failure"
"","18-Jul-19","06:30","07:00","22.541000","0.000000","0.000000","22.659000","Phase Failure"
"","18-Jul-19","07:00","07:30","35.205000","0.000000","0.000000","35.320000","Phase Failure"
"","18-Jul-19","07:30","08:00","34.083000","0.000000","0.000000","34.229000","Phase Failure"
"","18-Jul-19","08:00","08:30","26.808000","0.000000","0.000000","26.981000","Phase Failure"
"","18-Jul-19","08:30","09:00","16.514000","0.000000","0.000000","16.735000","Phase Failure"
"","18-Jul-19","09:00","09:30","18.466000","0.000000","0.000000","18.699000","Phase Failure"
"","18-Jul-19","09:30","10:00","25.013000","0.000000","0.000000","25.228000","Phase Failure"
"","18-Jul-19","10:00","10:30","18.470000","0.000000","0.000000","18.747000","Phase Failure"
"","18-Jul-19","10:30","11:00","29.693000","0.000000","0.000000","29.923000","Phase Failure"
"","18-Jul-19","11:00","11:30","18.473000","0.000000","0.000000","18.667000","Phase Failure"
"","18-Jul-19","11:30","12:00","30.753000","0.000000","0.000000","30.970000","Phase Failure"
"","18-Jul-19","12:00","12:30","17.671000","0.000000","0.000000","17.892000","Phase Failure"
"","18-Jul-19","12:30","13:00","18.408000","0.000000","0.000000","18.672000","Phase Failure"
"","18-Jul-19","13:00","13:30","18.461000","0.000000","0.000000","18.797000","Phase Failure"
"","18-Jul-19","13:30","14:00","20.813000","0.000000","0.000000","21.021000","Phase Failure"
"","18-Jul-19","14:00","14:30","18.305000","0.000000","0.000000","18.612000","Phase Failure"
"","18-Jul-19","14:30","15:00","17.841000","0.000000","0.000000","18.238000","Phase Failure"
"","18-Jul-19","15:00","15:30","15.622000","0.000000","0.000000","16.032000","Phase Failure"
"","18-Jul-19","15:30","16:00","17.640000","0.000000","0.000000","17.985000","Phase Failure"
"","18-Jul-19","16:00","16:30","18.511000","0.000000","0.000000","18.857000","Phase Failure"
"","18-Jul-19","16:30","17:00","15.871000","0.000000","0.000000","16.241000","Phase Failure"
"","18-Jul-19","17:00","17:30","13.400000","0.000000","0.000000","13.865000","Phase Failure"
"","18-Jul-19","17:30","18:00","14.584000","0.000000","0.000000","15.036000","Phase Failure"
"","18-Jul-19","18:00","18:30","12.192000","0.000000","0.000000","12.432000","Phase Failure"
"","18-Jul-19","18:30","19:00","11.312000","0.000000","0.000000","11.640000","Phase Failure"
"","18-Jul-19","19:00","19:30","17.164000","0.000000","0.000000","17.412000","Phase Failure"
"","18-Jul-19","19:30","20:00","14.271000","0.000000","0.000000","14.407000","Phase Failure"
"","18-Jul-19","20:00","20:30","18.271000","0.000000","0.000000","18.374000","Phase Failure"
"","18-Jul-19","20:30","21:00","19.351000","0.000000","0.000000","19.460000","Phase Failure"
"","18-Jul-19","21:00","21:30","14.170000","0.000000","0.000000","14.272000","Phase Failure"
"","18-Jul-19","21:30","22:00","17.577000","0.000000","0.000000","17.664000","Phase Failure"
"","18-Jul-19","22:00","22:30","14.756000","0.000000","0.000000","14.916000","Phase Failure"
"","18-Jul-19","22:30","23:00","14.407000","0.000000","0.000000","14.580000",""
"","18-Jul-19","23:00","23:30","11.455000","0.000000","0.000000","11.765000","Phase Failure"
"","18-Jul-19","23:30","00:00","15.734000","0.000000","0.000000","15.948000","Phase Failure"
"","19-Jul-19","00:00","00:30","11.787000","0.000000","0.000000","12.060000","Phase Failure"
"","19-Jul-19","00:30","01:00","13.956000","0.000000","0.000000","14.167000","Phase Failure"
"","19-Jul-19","01:00","01:30","13.274000","0.000000","0.000000","13.474000","Phase Failure"
